# %ECSV 0.9
# ---
# datatype:
# - {name: '[MGM2012]', datatype: int16}
# - {name: RA, datatype: string}
# - {name: Dec, datatype: string}
# - {name: d, datatype: float64}
# - {name: l_F_225GHz, datatype: string}
# - {name: F_225GHz, datatype: float64}
# - {name: e_F_225GHz, datatype: float64}
# - {name: l_M_dust, datatype: string}
# - {name: M_dust, datatype: float64}
# - {name: e_M_dust, datatype: float64}
# - {name: resolved, datatype: int64}
# schema: astropy-2.0
[MGM2012] RA Dec d l_F_225GHz F_225GHz e_F_225GHz l_M_dust M_dust e_M_dust resolved
998 05:35:33.92 -06:14:32.64 384.0416323159923 "" 0.46324750292114913 0.0790006755108823 "" 2.088899018187057 0.3562338328219454 0
999 05:34:33.19 -06:14:28.72 384.2755889787758 "" 0.32057607313618064 0.07821385078708401 "" 1.4473195998341564 0.3531156836354513 0
1000 05:36:06.65 -06:14:25.96 383.92020828792846 "" 18.87538842856884 0.07988690922571529 "" 85.06004096933158 0.36000232775966434 1
1001 05:35:27.92 -06:14:15.10 384.07349652733495 "" 8.210716769099236 0.07663348573663956 "" 37.03032251359256 0.3456169262649986 0
1002 05:35:58.28 -06:14:04.94 383.9628692012086 "" 0.38539565866813064 0.0731142337919358 "" 1.737132796708976 0.32955517419460245 0
1003 05:35:51.25 -06:13:54.48 383.99500549951915 < 0.2916000884892885 0.07290002212232212 < 1.314578568444912 0.328644642111228 0
1004 05:33:34.43 -06:13:52.72 384.69104872493193 < 0.31780665952720666 0.07945166488180166 < 1.4379205824194574 0.35948014560486435 0
1006 05:36:40.40 -06:13:33.32 383.8184733875569 "" 5.895126610994339 0.0742189906134873 "" 26.55171815096834 0.3342831885142988 0
1007 05:36:14.76 -06:13:16.90 383.9245400826244 "" 11.503557674586773 0.07722884049224689 "" 51.84079637424194 0.34803186174499684 0
1009 05:35:25.59 -06:13:04.50 384.11844516224494 "" 0.9994296124204993 0.0809467598449651 "" 4.508481402782283 0.36515524139078775 0
1010 05:34:07.91 -06:12:34.82 384.4305260560221 < 0.31382391554589295 0.07845597888647324 < 1.4179780675702518 0.35449451689256295 0
1011 05:35:48.87 -06:12:07.92 384.05845552737924 "" 12.073446065187454 0.09229894439264634 "" 54.446962150419495 0.41623552254565555 0
1012 05:35:22.80 -06:12:04.94 384.15951485502353 < 0.3483240854503019 0.08708102136257548 < 1.571644941088241 0.39291123527206023 0
1013 05:35:47.06 -06:11:44.78 384.0771705708409 < 0.2774972221261146 0.06937430553152865 < 1.2515360739524413 0.3128840184881103 0
1014 05:35:42.21 -06:11:43.08 384.0965405292786 < 0.27555435505767123 0.06888858876441781 < 1.2428989336564689 0.3107247334141172 0
1015 05:35:56.64 -06:11:31.06 384.0476377947846 < 0.3417352458801307 0.08543381147003268 < 1.541018010992036 0.385254502748009 0
1016 05:34:33.63 -06:11:19.46 384.370647316188 "" 0.4326845519244671 0.07864356404404821 "" 1.9544275012332135 0.35523141207388187 0
1017 05:35:54.30 -06:11:19.64 384.0623765450356 < 0.35704726205710746 0.08926181551427687 < 1.6101894691574974 0.40254736728937435 0
1018 05:35:52.62 -06:11:12.44 384.0724748797009 < 0.3466198280674986 0.08665495701687465 < 1.5632466809680543 0.3908116702420136 0
1020 05:36:40.76 -06:11:08.28 383.8910384610107 "" 0.8453332120552659 0.08305783820925501 "" 3.8088303165221244 0.37423492616248677 0
1021 05:34:53.95 -06:10:50.64 384.3076851520022 < 0.33434756075744637 0.08358689018936159 < 1.5097465389562 0.37743663473905 0
1022 05:32:49.94 -06:10:45.62 385.5399475909319 "" 0.6367485038936138 0.08526634300619028 "" 2.8937062754444183 0.38749325727890993 0
1023 05:35:26.82 -06:10:34.74 384.19018391557523 < 0.30567408478700586 0.07641852119675147 < 1.3794275462658314 0.34485688656645785 0
1024 05:36:40.59 -06:10:33.22 383.90955275502404 "" 15.720965340733528 0.09871283698758249 "" 70.84101785980526 0.4448147869081869 0
1025 05:36:09.62 -06:10:31.30 384.0286090652046 < 0.3073370848787708 0.0768342712196927 < 1.385765902749583 0.34644147568739575 0
1026 05:36:59.37 -06:10:15.16 383.8472341772694 < 0.3206475703355211 0.08016189258388028 < 1.4444167952791382 0.36110419881978456 0
1028 05:33:31.48 -06:09:54.46 385.1156073684652 < 0.3404862842862165 0.08512157107155413 < 1.5439371090328167 0.38598427725820417 0
1029 05:35:15.87 -06:09:46.66 384.25658282686766 < 0.3237079980393164 0.0809269995098291 < 1.4613148827192464 0.3653287206798116 0
1030 05:35:44.12 -06:09:30.78 384.156771902187 "" 0.8002793765626848 0.08556594522232888 "" 3.610824301671046 0.38606966948377686 0
1031 05:36:59.25 -06:09:16.40 383.87760395821675 "" 1.9801913294941187 0.09082949219102972 "" 8.92155280454565 0.40922313855366527 0
1032 05:36:33.22 -06:08:55.16 383.9876138730353 "" 0.9112317347899079 0.07577415960541442 "" 4.107816287786483 0.34158855002149263 0
1033 05:35:34.94 -06:08:36.56 384.2195013465117 "" 0.5241151666268706 0.07895951860254724 "" 2.3655562543189843 0.35637813015483094 0
1034 05:35:43.88 -06:08:28.58 384.18943979100396 < 0.3195307324556328 0.0798826831139082 < 1.4419534031301648 0.3604883507825412 0
1035 05:34:34.69 -06:08:27.80 384.48542084632555 "" 2.091255271807313 0.08460921775413423 "" 9.45180051180269 0.38240642280873877 0
1036 05:36:31.56 -06:08:27.78 384.00792770233664 "" 5.233360454440117 0.07789899541918562 "" 23.594391094888955 0.35120442778976557 0
1037 05:36:34.95 -06:08:21.28 383.99828189102533 < 0.38311889866530857 0.09577972466632714 < 1.7271890776577508 0.4317972694144377 0
1038 05:36:47.54 -06:08:20.32 383.95078215004446 "" 2.481614938005805 0.07637461882148233 "" 11.184929547717328 0.34422936357664985 0
1039 05:36:26.13 -06:08:03.70 384.0408810808825 "" 22.960523143410683 0.09157097906690233 "" 103.53434461812695 0.4129148645488412 0
1040 05:34:59.43 -06:07:22.40 384.3930522075067 < 0.31613603034999416 0.07903400758749854 < 1.428146629355562 0.3570366573388905 0
1041 05:35:20.91 -06:07:17.70 384.31333004332447 "" 0.5132317310199142 0.07893122573763448 "" 2.317566159944951 0.35642445054789434 0
1043 05:33:25.53 -06:06:34.40 385.51457482611085 "" 9.291482158005238 0.08483067203578783 "" 42.219622479614806 0.3854626083479328 0
1044 05:34:56.51 -06:06:20.80 384.43569073618227 < 0.3154375675007372 0.0788593918751843 < 1.4253074686181457 0.35632686715453643 0
1045 05:34:05.92 -06:06:11.98 385.0576571510742 < 0.3016921037142369 0.07542302592855922 < 1.3676129876568424 0.3419032469142106 0
1047 05:33:41.60 -06:06:07.38 385.36219952840554 "" 0.8996906108222902 0.09218371508757849 "" 4.084878630870509 0.41854308953090086 0
1048 05:33:39.67 -06:06:03.92 385.3914284140064 < 0.31519032490261706 0.07879758122565426 < 1.4312804035989288 0.3578201008997322 0
1049 05:35:10.06 -06:05:36.52 384.40648148657976 "" 1.0147582506760955 0.07917961269857174 "" 4.584497491659676 0.3577194228924321 0
1050 05:34:36.15 -06:05:34.74 384.7493046706137 "" 5.566834006458521 0.07831633148883832 "" 25.194845746505322 0.35445064268204013 0
1051 05:34:40.14 -06:05:32.14 384.70484305393256 < 0.31320379135825716 0.07830094783956429 < 1.4171964731327564 0.3542991182831891 0
1052 05:36:24.77 -06:05:12.74 384.13321826379143 < 0.33494776901675616 0.08373694225418904 < 1.5110838498078787 0.37777096245196967 0
1053 05:35:30.50 -06:05:01.86 384.34602109208817 < 0.34991286257127924 0.08747821564281981 < 1.5803469075777672 0.3950867268944418 0
1054 05:35:23.96 -06:04:56.24 384.37386093062895 < 0.37714094807407367 0.09428523701851842 < 1.7035666348856089 0.4258916587214022 0
1055 05:34:02.51 -06:04:29.86 385.26556781276486 < 0.35210987856782683 0.08802746964195671 < 1.5978880464829013 0.3994720116207253 0
1056 05:33:45.41 -06:04:26.02 385.4807858391512 "" 15.28334990143776 0.09525910985242926 "" 69.4339340076567 0.43277257864124874 0
1057 05:33:19.87 -06:04:22.46 385.79882023146155 "" 0.3331268089823425 0.07580095676804868 "" 1.5159299039289802 0.3449405271888628 0
1058 05:33:34.39 -06:04:20.18 385.62503528325743 < 0.3287183597538643 0.08217958993846608 < 1.4945214353963467 0.3736303588490867 0
1059 05:34:49.56 -06:04:09.94 384.7237692308317 < 0.36202014087025947 0.09050503521756487 < 1.6382437353987613 0.40956093384969033 0
1060 05:35:21.01 -06:04:00.24 384.4137118929452 < 0.31620722176314353 0.07905180544078588 < 1.428621790791103 0.35715544769777574 0
1061 05:34:12.59 -06:03:58.90 385.1929350940429 < 0.3153711944573442 0.07884279861433605 < 1.4306269236400195 0.3576567309100049 0
1062 05:35:01.38 -06:03:55.16 384.6036877636563 < 0.352146939861869 0.08803673496546725 < 1.592570078851689 0.39814251971292225 0
1063 05:35:19.37 -06:03:46.04 384.4272331871334 < 0.3282861319101836 0.0820715329775459 < 1.4832985547511937 0.3708246386877984 0
1064 05:36:06.27 -06:03:15.48 384.26357386426747 "" 0.30717943445779383 0.07476855077986913 "" 1.3867504537082205 0.33753991994973837 0
1065 05:35:34.66 -06:02:47.38 384.3987183194451 "" 2.379726152867079 0.07236984083680391 "" 10.750745729450191 0.3269408777896123 0
1066 05:35:58.92 -06:02:39.80 384.3098477200324 "" 0.6509216618724167 0.07478083260361253 "" 2.939270093390638 0.33767667863192385 0
1067 05:35:37.53 -06:02:30.38 384.39638985175316 < 0.32072882009553677 0.08018220502388419 < 1.4489197490239645 0.3622299372559911 0
1068 05:35:37.25 -06:02:30.34 384.3975007617433 < 0.32627522544547305 0.08156880636136826 < 1.4739846269962638 0.36849615674906594 0
1069 05:34:01.06 -06:02:26.28 385.48461517222324 "" 0.4236974928062409 0.08061687216725408 "" 1.9249424006302192 0.36625856436658105 0
1070 05:35:00.27 -06:02:14.36 384.78113158723636 < 0.33701448826447716 0.08425362206611929 < 1.5255408855617638 0.38138522139044095 0
1071 05:37:14.44 -06:02:13.12 384.0352428392169 "" 0.46257892972789705 0.07975070495480203 "" 2.085814847155517 0.35960393735117685 0
1072 05:34:18.24 -06:01:59.24 385.3186791595148 < 0.3356673323102376 0.0839168330775594 < 1.523691159483827 0.38092278987095674 0
1073 05:36:06.93 -06:01:50.84 384.30421643554143 < 0.3281929366084804 0.0820482341521201 < 1.4819285794566588 0.3704821448641647 0
1074 05:35:24.50 -06:01:46.46 384.53109116625205 "" 0.8591263322159648 0.07833786357868679 "" 3.883896927885705 0.3541460391577289 0
1075 05:37:14.81 -06:01:41.30 384.0500150290855 < 0.29910590397716486 0.07477647599429121 < 1.3488023170905779 0.33720057927264446 0
1076 05:35:15.62 -06:01:27.82 384.669634546813 < 0.34067825616792374 0.08516956404198094 < 1.5412318320968486 0.38530795802421214 0
1077 05:35:00.54 -06:01:23.54 384.8605006615258 < 0.33351225620711045 0.08337806405177761 < 1.510310439412574 0.3775776098531435 0
1079 05:37:01.04 -06:01:17.72 384.11453275346776 < 0.3281006849041879 0.08202517122604698 < 1.480049905082137 0.37001247627053424 0
1080 05:35:22.87 -06:01:15.76 384.60078141998554 < 0.3451083456280286 0.08627708640700715 < 1.5607147373378678 0.39017868433446695 0
1082 05:37:09.03 -06:01:05.64 384.09020896368384 < 0.29996297149756673 0.07499074287439168 < 1.3529503678292214 0.33823759195730535 0
1083 05:35:28.39 -06:00:59.40 384.5600795370133 "" 0.39384112460538745 0.07710812025331093 "" 1.7807264342397424 0.34863923407486985 0
1084 05:36:15.58 -06:00:50.32 384.3019910287845 < 0.3715974939756131 0.09289937349390327 < 1.6778989041717758 0.41947472604294395 0
1085 05:35:03.75 -06:00:14.66 384.9333435524786 < 0.31189472060163304 0.07797368015040826 < 1.4129501261452064 0.3532375315363016 0
1086 05:34:58.53 -06:00:00.10 385.0206263836622 "" 20.144004374742508 0.08307015014780939 "" 91.2980589847655 0.376496317563224 0
1087 05:35:39.98 -05:59:14.36 384.5894741004264 < 0.2928118081002947 0.07320295202507368 < 1.3241315049922062 0.33103287624805156 0
1088 05:35:28.33 -05:59:13.32 384.73328821824117 "" 4.828889388591051 0.0766574772027178 "" 21.853174369612262 0.34691397570702137 0
1090 05:35:31.36 -05:58:40.08 384.7502475009988 "" 0.7056572358123958 0.07275367417924483 "" 3.1937385451758806 0.32927631396271123 1
1091 05:35:19.18 -05:58:31.22 384.9132062672122 < 0.3674022598880466 0.09185056497201165 < 1.6642370720235327 0.41605926800588316 0
1092 05:35:17.11 -05:58:30.68 384.9393528107851 "" 0.8155096438713372 0.09466622953045718 "" 3.694549330409141 0.4288717583568987 0
1094 05:35:17.67 -05:58:26.82 384.93876961752494 "" 6.477087270468473 0.08081573532153986 "" 29.34342482530782 0.36612297396728766 1
1095 05:35:35.53 -05:58:19.08 384.7336100880281 "" 1.4138428959995508 0.08399528216015416 "" 6.398367108517698 0.38012190192054013 0
1096 05:34:43.58 -05:58:08.76 385.3841957323442 < 0.3551658492795975 0.08879146231989937 < 1.6127488691935226 0.40318721729838064 0
1097 05:35:39.08 -05:58:07.52 384.70902478435033 < 0.33499143549267263 0.08374785887316816 < 1.51581499034778 0.378953747586945 0
1098 05:34:30.96 -05:58:03.42 385.5470563659817 "" 0.3711944737005979 0.07802018243769172 "" 1.686957067580613 0.3545761251913295 0
1099 05:32:46.72 -05:58:01.94 386.82510467395457 < 0.3222748743380082 0.08056871858450206 < 1.4743598517457153 0.3685899629364288 0
