# %ECSV 0.9
# ---
# datatype:
# - {name: '[MGM2012]', datatype: int16}
# - {name: RA, datatype: string}
# - {name: Dec, datatype: string}
# - {name: d, datatype: float64}
# - {name: l_F_225GHz, datatype: string}
# - {name: F_225GHz, datatype: float64}
# - {name: e_F_225GHz, datatype: float64}
# - {name: l_M_dust, datatype: string}
# - {name: M_dust, datatype: float64}
# - {name: e_M_dust, datatype: float64}
# - {name: resolved, datatype: int64}
# schema: astropy-2.0
[MGM2012] RA Dec d l_F_225GHz F_225GHz e_F_225GHz l_M_dust M_dust e_M_dust resolved
232 05:42:49.99 -08:39:02.88 429.2537227500824 "" 0.7299822755157948 0.06700826012010304 "" 4.112332299400682 0.37748893591126653 0
233 05:42:51.42 -08:39:01.92 429.3218834960655 "" 0.2651319373399019 0.0625961341447459 "" 1.4940868458705618 0.3527453597870977 0
234 05:42:52.07 -08:38:59.56 429.33869058517655 < 0.278218692690958 0.0695546731727395 < 1.5679568449301462 0.39198921123253655 0
235 05:42:37.18 -08:38:46.82 428.4630664417595 < 0.2610760975374003 0.06526902438435007 < 1.4653509176234636 0.3663377294058659 0
236 05:42:48.70 -08:38:30.94 428.95203714429044 "" 10.29566302895546 0.06162704956578039 "" 57.918797189726 0.34668622847923125 0
237 05:42:50.50 -08:38:29.48 429.03561873233025 "" 2.3353348951786757 0.05873521963123916 "" 13.142670252228745 0.3305468630641723 0
238 05:42:05.49 -08:38:28.44 425.682454784668 "" 0.29538042144849896 0.05853576421900416 "" 1.6364432590654432 0.32429521327341954 0
239 05:42:49.75 -08:38:25.98 428.9709811391869 "" 1.4266347279772162 0.06372875218558617 "" 8.026318048692643 0.35854113450124836 0
240 05:42:57.94 -08:38:25.18 429.3952978019059 < 0.24601927426864165 0.06150481856716041 < 1.386856245112444 0.346714061278111 0
241 05:42:47.39 -08:38:08.90 428.7216841944275 "" 8.73143132776022 0.09787489237215094 "" 49.066387893331 0.5500091856511091 0
243 05:42:47.49 -08:38:04.12 428.6922864772468 "" 1.8977761501446366 0.12393027391649651 "" 10.663114382341677 0.6963322234320535 1
245 05:42:56.35 -08:37:46.68 429.02996176271165 < 0.23527730111664968 0.05881932527916242 < 1.3240458363426417 0.33101145908566043 0
247 05:41:53.71 -08:37:43.32 424.04288995870814 "" 0.28472772100940347 0.05290098193712107 "" 1.5652981366678016 0.29082453988151674 0
248 05:42:58.41 -08:37:41.24 429.0980381817043 "" 0.39338154601864517 0.07401627276339647 "" 2.214495416074492 0.4166659529618401 0
249 05:43:10.35 -08:37:27.84 429.6270678653138 "" 0.38888215203769505 0.06404713600550402 "" 2.1945679243810057 0.36143543639030934 0
250 05:41:42.42 -08:37:06.80 422.55595858563737 "" 27.15320698916912 0.07331102404339936 "" 148.23041877879433 0.40020774707716655 0
251 05:42:54.67 -08:37:04.76 428.63457722191635 < 0.2647880892914912 0.0661970223228728 < 1.487375400610391 0.37184385015259774 0
252 05:41:15.19 -08:37:04.84 420.05873767538037 < 0.2755793101977007 0.06889482754942518 < 1.4866693898509091 0.3716673474627273 0
253 05:44:43.52 -08:36:53.68 434.26413409371787 "" 0.7029431289993227 0.06070548113940122 "" 4.05299305917507 0.35001251674815553 0
254 05:41:27.21 -08:36:46.06 420.9129796551017 "" 1.756811630912125 0.05855979583816371 "" 9.516068935107795 0.31719909193251367 0
256 05:43:02.63 -08:35:48.82 428.4972626412369 "" 2.8581731021404266 0.06137405503876366 "" 16.044728643696512 0.34453128752867135 0
258 05:41:34.79 -08:35:23.18 420.5527527020282 "" 0.4707530024461448 0.06603055266692781 "" 2.545551005495366 0.35705378162498713 0
259 05:42:50.28 -08:34:37.94 426.83289135928277 "" 7.133111357688904 0.058169558079255036 "" 39.73219019107609 0.3240106356175866 0
260 05:43:43.01 -08:34:30.10 430.0418246950906 "" 0.642881786916405 0.06492526883618421 "" 3.6349652131546564 0.36709873957734523 0
261 05:43:43.63 -08:34:16.52 429.97511073808886 "" 2.985963597893715 0.06507016123006427 "" 16.87791859413922 0.3678038422582374 0
262 05:43:10.76 -08:33:55.44 428.09455265169333 "" 0.8535530650988221 0.05931560230665583 "" 4.782529685512178 0.3323503135833417 0
263 05:42:45.07 -08:33:36.80 425.588093205699 "" 0.4363055631984025 0.0653493957957122 "" 2.416114065771508 0.36188306473619536 0
264 05:41:25.10 -08:33:36.14 418.3180612127482 "" 0.9485332993790507 0.06355285157467024 "" 5.074737223295294 0.34001338882216475 0
265 05:41:22.55 -08:33:27.86 417.9813222953626 "" 0.515589548740536 0.06449499343608178 "" 2.7540105613965067 0.3444986297997142 0
267 05:42:30.61 -08:32:55.30 423.75176143493223 "" 10.935652069747448 0.06446346824812416 "" 60.036513299187554 0.35390316408261885 0
269 05:43:13.53 -08:31:00.52 426.19699006433876 "" 14.365092851221561 0.06618184445814047 "" 79.77686006463614 0.36754233326849756 0
271 05:42:39.36 -08:26:28.28 419.65848076940193 "" 1.0579079389572144 0.06483619424444978 "" 5.696231476861233 0.34910596366179714 0
272 05:42:37.70 -08:25:15.54 418.5892500050198 "" 2.8962576761841774 0.06703458046489683 "" 15.515332402394401 0.35910609988894826 0
273 05:43:14.68 -08:25:06.34 421.8332538530013 "" 0.3383374132681638 0.0666929379726345 "" 1.8406846703769442 0.3628350390304884 0
274 05:42:56.94 -08:22:50.38 418.5066817754903 "" 1.4578643022105098 0.060134072677655664 "" 7.80673862566233 0.32201281503307805 0
275 05:43:04.26 -08:22:18.48 418.7695675407299 "" 0.2606359194032848 0.06056879001237719 "" 1.3974370049730571 0.32474828758645635 0
276 05:41:44.87 -08:21:30.68 410.944308712735 "" 12.614527717232704 0.06525538739411271 "" 65.1305402452588 0.3369225333015144 0
277 05:42:51.18 -08:21:15.64 416.7874154892927 < 0.22177817648394021 0.055444544120985054 < 1.1778656262928264 0.2944664065732066 0
278 05:42:53.60 -08:20:22.80 416.3408316828395 "" 0.5437086219899356 0.061542431966070524 "" 2.8814558904053365 0.32615227334354485 0
279 05:43:46.50 -08:18:52.18 420.00731532289797 "" 2.0505657885223627 0.0647264207393039 "" 11.059491560246606 0.349094531810724 0
280 05:42:57.17 -08:18:28.34 415.22215733050643 < 0.32682917735512235 0.08170729433878059 < 1.722779148984878 0.4306947872462195 0
281 05:42:46.29 -08:18:19.36 414.11935886478693 "" 0.39560324512422085 0.061521903703254624 "" 2.0742383345179465 0.3225734183088969 0
282 05:43:04.42 -08:18:10.86 415.6609711873401 "" 0.6558150635100901 0.0598227507809119 "" 3.4642372619855624 0.3160040290329842 0
283 05:42:57.39 -08:17:46.28 414.7123555854065 "" 0.8654207340441644 0.07534298578011785 "" 4.550603431680695 0.3961726778163573 0
284 05:40:33.66 -08:17:43.44 405.16200710417604 "" 6.278140936046839 0.068843401490547 "" 31.509117049114515 0.3455154667156467 0
285 05:43:03.52 -08:17:28.98 415.0516903882758 < 0.2756863181593719 0.06892157953984297 < 1.452002393243909 0.36300059831097725 0
286 05:42:49.42 -08:17:08.36 413.5091042887871 < 0.25883324679854586 0.06470831169963646 < 1.3531251211029551 0.3382812802757388 0
288 05:43:16.46 -08:16:54.16 415.7896564143008 < 0.24558357318342824 0.06139589329585706 < 1.2980589659361164 0.3245147414840291 0
289 05:42:44.38 -08:16:46.94 412.779680480735 < 0.26752642905361845 0.06688160726340461 < 1.3936414624252145 0.3484103656063036 0
290 05:43:04.58 -08:16:39.32 414.5217097171222 "" 0.5681989714503288 0.057671659871104036 "" 2.984989100463997 0.3029735792754097 0
291 05:42:38.31 -08:16:35.76 412.0864007976495 < 0.23598933570738692 0.05899733392684673 < 1.225227364949514 0.3063068412373785 0
294 05:42:42.11 -08:15:15.12 411.4153950940594 "" 1.0011754930019379 0.06150132022995194 "" 5.181064906494704 0.31826820989302823 0
295 05:42:26.01 -08:15:01.92 409.7826354022442 "" 0.30190046527422965 0.06893212474282005 "" 1.5499533588294998 0.3538966996269418 0
296 05:42:35.60 -08:15:01.98 410.6575601349012 "" 3.8913714233785868 0.05643454845530917 "" 20.06365610218448 0.2909728343295261 0
297 05:42:45.39 -08:14:17.66 410.98937687949615 < 0.24423294398765605 0.06105823599691401 < 1.2612848593884598 0.31532121484711495 0
299 05:42:50.00 -08:14:15.58 411.3826806370733 < 0.27214306972945473 0.06803576743236368 < 1.4081114557979868 0.3520278639494967 0
300 05:40:20.93 -08:14:06.44 404.7878728906426 "" 2.4476104881614447 0.06645371595250453 "" 12.261540480788119 0.33290629051949194 0
302 05:43:15.34 -08:13:40.68 413.2496825798357 < 0.2437517695378675 0.06093794238446688 < 1.2726839858216787 0.3181709964554197 0
303 05:42:14.26 -08:13:21.72 407.4485834818262 < 0.26566019414084086 0.06641504853521021 < 1.3484034505064868 0.3371008626266217 0
304 05:43:13.33 -08:13:06.58 412.636916476163 < 0.24660617178149963 0.06165154294537491 < 1.2837718405433065 0.3209429601358266 0
305 05:41:29.89 -08:13:00.78 405.31129975956924 "" 0.2816485648509115 0.06332981124630518 "" 1.414596929031655 0.3180778022163877 0
306 05:42:57.51 -08:12:42.08 410.8883885873366 "" 0.24340891104657203 0.05880416749097073 "" 1.2564116523230964 0.3035313741109444 0
307 05:42:49.79 -08:12:10.32 409.7852524521915 "" 24.89604242146015 0.06443950689685689 "" 127.81761503719262 0.33083587930542663 0
308 05:42:08.05 -08:12:02.46 405.882648300883 "" 0.5398057401180267 0.057783265360584334 "" 2.718856047806021 0.29103873636700217 0
309 05:42:10.75 -08:11:34.94 405.7817686853143 < 0.2341591783381596 0.0585397945845399 < 1.178810490195409 0.29470262254885227 0
310 05:43:08.48 -08:11:32.36 411.00853401784786 "" 0.33655361039564013 0.0605705969010358 "" 1.7382157378869039 0.31283207647903477 0
311 05:42:05.17 -08:11:26.54 405.5054914140727 "" 1.0876765009015799 0.07242453435267308 "" 5.46815693719727 0.36410524601348043 0
312 05:43:06.92 -08:11:18.08 410.6863960227813 < 0.275301992941685 0.06882549823542125 < 1.4196383878958305 0.35490959697395763 0
313 05:40:25.75 -08:11:16.76 404.62453979721505 "" 1.5179557958617806 0.06342777472641296 "" 7.598210246982751 0.3174911741062504 0
314 05:43:02.15 -08:11:12.92 410.1868775190962 < 0.2480553165622475 0.062013829140561874 < 1.2760268406898907 0.3190067101724727 0
316 05:42:27.51 -08:11:02.18 406.89617517774707 < 0.23047710062963905 0.05761927515740976 < 1.1666557930268568 0.2916639482567142 0
317 05:42:30.89 -08:10:44.84 406.98583106902623 < 0.2523348721205493 0.06308371803013732 < 1.2778609470058202 0.31946523675145505 0
318 05:42:45.98 -08:10:41.48 408.3177939296355 < 0.22917628133122261 0.057294070332805654 < 1.1681914563920937 0.2920478640980234 0
320 05:42:13.51 -08:10:01.40 405.4754628948499 "" 1.4358171029016376 0.0585215751238989 "" 7.217321034629795 0.2941662933724771 0
321 05:42:34.00 -08:09:59.40 406.69618171465015 "" 0.264656322542578 0.06209157052509868 "" 1.3383515571856481 0.3139934436555888 0
322 05:42:25.43 -08:09:55.38 405.8641883304814 "" 0.7497938349843025 0.06345364334904209 "" 3.776165983261917 0.319569831530694 0
323 05:42:27.59 -08:09:52.40 406.02317370778246 "" 1.293016248382628 0.06211577781398893 "" 6.517084775784791 0.3130771097686824 0
325 05:42:43.39 -08:09:47.32 407.3996597430662 < 0.23474023357768808 0.05868505839442202 < 1.191177828342097 0.29779445708552427 0
326 05:42:32.99 -08:09:38.34 406.33837750597326 < 0.23570294385499682 0.058925735963749205 < 1.1898396466725745 0.2974599116681436 0
327 05:40:56.48 -08:09:30.94 404.76535532549065 < 0.22979008140855328 0.05744752035213832 < 1.1510274753861593 0.28775686884653984 0
328 05:42:43.99 -08:09:26.72 407.1942984579908 "" 3.3052251674234867 0.059462688062602055 "" 16.755298629549134 0.30143637584040256 0
329 05:43:18.59 -08:09:24.58 410.31933599560796 < 0.237327939055309 0.05933198476382725 < 1.221632503445521 0.3054081258613803 0
330 05:42:59.13 -08:09:23.56 408.5345740107363 "" 1.6424076166003942 0.06026610102811345 "" 8.380816432255399 0.30752361636621983 0
331 05:42:22.80 -08:09:22.74 405.5099414268873 < 0.25477455326394854 0.06369363831598714 < 1.2808751652073356 0.3202187913018339 0
332 05:42:23.60 -08:09:10.20 405.5017664200624 "" 0.30999811133369803 0.06227061813376169 "" 1.558447919817715 0.31305195660324325 0
334 05:40:21.84 -08:08:55.90 404.4197850903668 "" 0.8490295149385929 0.06667766474433405 "" 4.24556330526354 0.33342097269690746 0
335 05:42:52.24 -08:08:54.18 407.536330792105 < 0.230264048380248 0.057566012095062 < 1.1692477500276577 0.2923119375069144 0
336 05:42:25.79 -08:08:50.04 405.4964876756475 "" 0.9359004907310009 0.0575803718407628 "" 4.704913177057978 0.2894652293663226 0
337 05:40:05.20 -08:08:35.76 404.24964730674935 "" 9.68641322106123 0.05918256511003032 "" 48.39606332429583 0.2956928538348573 0
338 05:40:32.07 -08:08:30.58 404.47871719154335 < 0.23713893850161813 0.05928473462540453 < 1.1861564266779798 0.29653910666949496 0
339 05:42:21.56 -08:08:29.72 405.43506551462076 "" 1.9920356571674347 0.06486096869561342 "" 10.011230664918108 0.3259671163141435 0
340 05:42:31.53 -08:08:23.06 405.51410154134567 "" 3.600634867325425 0.0599514564638919 "" 18.102508079930583 0.301411213586163 0
342 05:41:14.03 -08:07:57.36 404.80571574050515 "" 0.8033430785872042 0.06189381659968387 "" 4.0247793228746955 0.31009037098110137 0
343 05:42:10.30 -08:07:49.26 405.28781145010936 < 0.21968652217273038 0.054921630543182595 < 1.1032609451755535 0.2758152362938884 0
344 05:42:24.24 -08:07:47.62 405.40763239507595 < 0.2633941750740749 0.06584854376851873 < 1.3235420770567232 0.3308855192641808 0
345 05:42:23.72 -08:07:48.66 405.40435504996213 < 0.21904893139472797 0.054762232848681994 < 1.100691729783787 0.27517293244594676 0
346 05:42:13.63 -08:07:44.46 405.31117989744973 "" 0.8449590532109141 0.053189095352871994 "" 4.243855371703129 0.26714528611952865 0
347 05:42:51.66 -08:07:41.18 406.5640056434646 "" 0.6623587687499821 0.06394452982537063 "" 3.34733276248624 0.32315359857043857 0
348 05:40:27.14 -08:07:36.48 404.3700610410274 "" 4.233383573591709 0.06413960855174368 "" 21.163785559046993 0.32065058543198255 0
349 05:40:44.17 -08:07:34.96 404.51736023812805 "" 10.696489363908768 0.05869309904895285 "" 53.51349766556762 0.2936358754806738 0
350 05:40:24.97 -08:07:33.14 404.34700191366625 "" 15.729108825325966 0.058531799102225536 "" 78.62493814150119 0.29258231568169507 0
351 05:40:46.68 -08:07:12.86 404.5125806112817 < 0.2481064715878269 0.06202661789695672 < 1.2412232541934602 0.31030581354836506 0
355 05:40:45.04 -08:06:38.36 404.4564649174655 < 0.27467365744892286 0.06866841436223071 < 1.3737519398470994 0.34343798496177486 0
356 05:42:31.04 -08:06:37.72 405.3826208063408 < 0.2530943877299267 0.06327359693248168 < 1.2716292588928695 0.31790731472321737 0
357 05:42:44.12 -08:06:26.36 405.4831664322027 "" 0.8074765210039914 0.06255463091608461 "" 4.059039771238005 0.3144509198209205 0
359 05:43:01.63 -08:06:04.38 406.2532555135526 "" 0.238835287746042 0.05857647944344489 "" 1.2051467870654275 0.29557297275909583 0
360 05:42:47.84 -08:06:02.80 405.48724439145826 < 0.23778530272788512 0.05944632568197128 < 1.195328148226607 0.29883203705665173 0
361 05:40:59.75 -08:06:02.02 404.54125147320485 < 0.2400246601486662 0.06000616503716655 < 1.2009619161536673 0.30024047903841683 0
363 05:40:49.95 -08:05:58.98 404.4517968568689 "" 1.6899964539334178 0.07304197330299679 "" 8.452147680172333 0.36530345597545055 0
364 05:40:48.08 -08:05:58.56 404.4349397687752 "" 0.3554009017534554 0.055843590462104464 "" 1.7773117258374986 0.27926622485054065 0
365 05:42:47.17 -08:05:56.96 405.47436687307203 "" 0.2389600413152948 0.0588059392456832 "" 1.2011571707143585 0.29559408852104274 0
366 05:40:49.98 -08:05:54.34 404.44650757231227 < 0.26913128748365744 0.06728282187091436 < 1.3459660733374652 0.3364915183343663 0
370 05:42:27.57 -08:05:26.30 405.26610567177687 "" 0.8844735566526651 0.06619410118620805 "" 4.441331238337656 0.33238973305726544 0
371 05:40:46.22 -08:05:24.38 404.377323245609 "" 51.317840814590454 0.09241580993577726 "" 256.5604487037918 0.462027265529577 1
372 05:42:07.27 -08:05:24.78 405.08693654087284 "" 0.38859006599523127 0.062093984729112005 "" 1.9495568997393562 0.31152560745707814 0
374 05:41:09.22 -08:05:08.02 404.55887037346673 "" 0.5159933934919536 0.061266439761737804 "" 2.5819946737196684 0.3065729583707174 0
375 05:42:19.54 -08:05:08.64 405.1746421000162 < 0.2557689643989456 0.0639422410997364 < 1.2837489585960395 0.3209372396490099 0
376 05:40:46.81 -08:04:53.78 404.3454167096615 < 0.27274926079787853 0.06818731519946963 < 1.3633782976208424 0.3408445744052106 0
377 05:43:01.78 -08:04:50.60 405.52185877457447 "" 2.6479961816221476 0.069315897855639 "" 13.313542751549702 0.3485050982580253 0
378 05:41:30.59 -08:04:48.32 404.7220911508108 "" 32.012440264225006 0.05511132703529378 "" 160.31728400461114 0.27599577524434915 0
379 05:41:30.35 -08:04:42.42 404.71283664174484 "" 1.7645562766119838 0.05511132703529378 "" 8.836437656488897 0.2759831533674744 0
380 05:40:53.67 -08:04:23.30 404.3686369218391 "" 0.33425685251131654 0.06081642410304003 "" 1.6710251735015342 0.30403498050974054 0
381 05:41:28.91 -08:04:13.06 404.66480143107856 "" 0.5010526510886848 0.06819395551529005 "" 2.5085454250435673 0.3414164853769568 0
382 05:42:47.45 -08:04:05.46 405.3422313338612 "" 0.41592560592107475 0.06113762365778421 "" 2.0893303388633724 0.3071142774952372 0
383 05:40:37.36 -08:04:03.04 404.2012757806541 "" 10.381321422755718 0.057189737570176265 "" 51.85560941592672 0.285667746259916 0
387 05:40:41.01 -08:02:18.58 404.1068928007081 "" 2.761704847216606 0.06031162960317532 "" 13.788515877360945 0.30112119447197055 0
388 05:42:34.32 -08:02:12.06 405.09078330372535 < 0.26835514849862074 0.06708878712465519 < 1.3463637221526024 0.3365909305381506 0
389 05:39:22.28 -08:01:35.30 403.3564986740791 < 0.23656962803837064 0.05914240700959266 < 1.1767517392780131 0.2941879348195033 0
394 05:42:11.08 -08:01:05.36 404.8070595907336 < 0.267004438996686 0.0667511097491715 < 1.3377112579405377 0.3344278144851344 0
395 05:42:05.59 -08:01:05.54 404.75928194587755 "" 1.676107058301568 0.06237919206560366 "" 8.395433645086928 0.3124504280481847 0
399 05:41:49.74 -08:00:32.28 404.5804525701936 "" 38.7876033782959 0.06748936430199926 "" 194.11115008896564 0.33774806851729267 0
400 05:41:41.67 -08:00:18.56 404.49317465295815 "" 2.1830115001648664 0.06443495454126422 "" 10.92008865244492 0.32232327491345014 0
402 05:41:33.39 -07:59:56.32 404.39383260826423 "" 5.591485183686018 0.06278810602645316 "" 27.956575398858536 0.31393097944737947 0
403 05:41:54.67 -07:59:12.32 404.52704303286646 "" 2.041299594566226 0.0619367603201369 "" 10.212912571258029 0.309878432240094 0
404 05:42:14.60 -07:58:57.88 404.68398972569986 "" 4.089634865522385 0.06225744792309447 "" 20.47690547787431 0.3117246204942181 0
405 05:42:26.42 -07:58:56.78 404.78610963448165 "" 1.275099697522819 0.05511132703529378 "" 6.387679095481317 0.27608309555047994 0
407 05:42:26.50 -07:58:50.86 404.77963139447166 "" 23.23390170931816 0.05511132703529378 "" 116.38772891236884 0.2760742586946631 0
408 05:42:14.28 -07:58:35.20 404.65385212382444 "" 0.2885643334593624 0.06037737023553784 "" 1.4446337417393829 0.3022659981367117 0
409 05:40:25.30 -07:58:32.96 403.6963094388951 < 0.25927382648313757 0.06481845662078439 < 1.2918615739143322 0.32296539347858305 0
410 05:42:29.16 -07:58:29.26 404.77684040658244 < 0.24285165791430938 0.060712914478577344 < 1.2165224551605098 0.30413061379012746 0
411 05:41:43.74 -07:58:22.68 404.37142323384927 "" 0.5891913897357881 0.060458213445605265 "" 2.9455408470775737 0.3022483701352501 0
412 05:41:44.84 -07:58:15.42 404.37225043627586 "" 0.3322315460536629 0.0603561995234211 "" 1.6609298954360716 0.3017396070725994 0
414 05:40:49.37 -07:57:38.26 403.84131542087323 "" 0.6064294720999897 0.06834212540443144 "" 3.023775474441719 0.3407671496464917 0
415 05:40:26.25 -07:57:14.02 403.60917562825426 "" 0.7710473728366196 0.05827924123996798 "" 3.840173695665921 0.2902576639224423 0
416 05:41:49.25 -07:57:12.08 404.3344604658104 < 0.2527848275496251 0.06319620688740628 < 1.2635145925556375 0.31587864813890937 0
418 05:42:08.81 -07:56:54.28 404.4842569911015 < 0.25622674967887543 0.06405668741971886 < 1.2816677556134108 0.3204169389033527 0
419 05:41:21.30 -07:56:53.64 404.0673302094596 < 0.275904489926629 0.06897612248165726 < 1.3772538313793563 0.3443134578448391 0
421 05:40:20.55 -07:56:39.68 403.51757776106734 "" 41.631411761045456 0.083481533523159 "" 207.24964686575927 0.4155880766617622 0
422 05:40:20.31 -07:56:24.82 403.49750015602746 "" 0.8578438428230584 0.08807004194640768 "" 4.270096406197803 0.43838697771782476 0
424 05:42:02.95 -07:56:20.80 404.39248989129464 "" 1.4669729862362146 0.06437426315887548 "" 7.334593083609171 0.3218593864764574 0
425 05:41:45.60 -07:55:55.06 404.20951114707464 "" 1.9491828279569745 0.06205264211277591 "" 9.736735629765546 0.30997101078190487 0
427 05:41:26.46 -07:55:40.50 404.02420915238935 < 0.2388134424511763 0.059703360612794076 < 1.191849151217281 0.29796228780432027 0
428 05:40:27.83 -07:55:36.44 403.5050259797617 "" 13.264521956443787 0.06808269132700082 "" 66.0293839004108 0.33890841881564016 0
429 05:40:24.97 -07:55:35.20 403.4784282572583 "" 7.667862810194492 0.07111500685474917 "" 38.16477617765999 0.3539562961241107 0
431 05:41:20.18 -07:55:23.84 403.94907062161457 < 0.23505139988124182 0.058762849970310456 < 1.1726375946143037 0.29315939865357593 0
434 05:41:33.23 -07:55:02.32 404.03742027664646 "" 4.3997857719659805 0.06546211553319864 "" 21.959500383716513 0.3267239419540732 0
435 05:41:21.43 -07:55:00.90 403.9323237189867 "" 0.33917397377081215 0.06172652380557217 "" 1.6919498273600169 0.30791920776015425 0
438 05:41:29.97 -07:54:21.24 403.95923956764074 "" 5.3098457865417 0.06720527121351375 "" 26.49138992140754 0.33529430346237715 0
441 05:41:19.45 -07:53:47.08 403.8257632759876 < 0.25284901225008716 0.06321225306252179 < 1.2606573248185338 0.31516433120463344 0
442 05:41:16.16 -07:53:48.20 403.7982799919156 < 0.24032476427832108 0.06008119106958027 < 1.198050705775475 0.29951267644386875 0
443 05:40:14.11 -07:53:46.24 403.21141310538354 "" 0.24507564376108348 0.06074350108825953 "" 1.2181857925470385 0.30193481848983955 0
446 05:41:19.09 -07:53:37.08 403.8105669379222 < 0.24649141427513707 0.06162285356878427 < 1.228867052420271 0.30721676310506774 0
448 05:41:21.76 -07:53:16.26 403.80885231902266 "" 1.2992075644433498 0.06696198871303706 "" 6.477060536497538 0.33383184212326644 0
450 05:39:46.00 -07:53:00.48 402.82157025953705 < 0.2781760300420741 0.06954400751051852 < 1.3800438495732972 0.3450109623933243 0
452 05:42:04.34 -07:52:23.78 404.1187588501345 < 0.2696246885467026 0.06740617213667564 < 1.3462490887631064 0.3365622721907766 0
453 05:42:04.36 -07:51:50.16 404.07840164234 "" 0.4168612649664283 0.06146019845556302 "" 2.080992726364099 0.3068124498380076 0
454 05:41:16.61 -07:51:18.04 403.6208972949613 < 0.26696197711320857 0.06674049427830214 < 1.3296717504804543 0.33241793762011357 0
456 05:39:38.33 -07:51:14.42 402.56917489644866 < 0.26967646594504213 0.06741911648626053 < 1.3362011097150928 0.3340502774287732 0
458 05:38:35.19 -07:50:19.84 401.76728722648687 "" 11.315914802253246 0.06143037475442559 "" 55.84529111286021 0.30316569374045554 1
459 05:40:35.88 -07:50:08.42 403.11847450144256 < 0.2268007848882854 0.05670019622207135 < 1.1268281863780163 0.2817070465945041 0
460 05:38:28.53 -07:50:01.16 401.6624777431607 "" 0.30162467737682164 0.06866353074371728 "" 1.487774604457336 0.33868534292787367 0
461 05:41:54.06 -07:49:52.82 403.8465927690117 "" 0.8475545910187066 0.05956660925614809 "" 4.226182738490607 0.2970184793951422 0
462 05:41:17.82 -07:49:51.88 403.52756585285346 < 0.2574817543115257 0.06437043857788143 < 1.2818600708512027 0.32046501771280067 0
463 05:41:25.87 -07:49:50.74 403.596811407904 "" 1.1036471696570516 0.06299068835989459 "" 5.496338249051869 0.3137036358043478 0
464 05:39:14.80 -07:49:43.98 402.16109977397656 < 0.26168881348153583 0.06542220337038396 < 1.2939962648433818 0.32349906621084545 0
466 05:41:28.04 -07:49:22.52 403.581813804837 "" 2.975792158395052 0.06328739955417942 "" 14.818816341937287 0.31515788093816355 0
467 05:41:22.70 -07:49:16.16 403.52730046212383 "" 2.4993419647216797 0.0574737202376882 "" 12.44283293940053 0.2861296730969879 0
468 05:40:17.17 -07:49:14.50 402.82253372365165 "" 20.7012090831995 0.06995155124746856 "" 102.7001245572579 0.3470344653404222 0
469 05:40:38.51 -07:49:09.52 403.0565996843946 "" 0.23959341342560947 0.05931586330168429 "" 1.1900211859775873 0.2946121639335931 0
471 05:40:18.47 -07:49:06.58 402.82491671455034 "" 1.3664350844919682 0.06744565265386632 "" 6.779058805870597 0.33460648861403675 0
472 05:39:40.25 -07:48:59.80 402.38105369510953 "" 0.31229646992869675 0.06057080268557748 "" 1.5459301499628115 0.2998376193636196 0
474 05:40:43.57 -07:48:47.76 403.07995644813946 "" 0.6596905877813697 0.06376755511952988 "" 3.2769547060554935 0.3167596957012365 0
476 05:40:59.92 -07:48:16.10 403.2158377265144 "" 2.1692656446248293 0.06693553285159387 "" 10.782901738030223 0.33272055698197245 0
477 05:40:57.49 -07:48:08.78 403.17698362769374 "" 2.5692814961075783 0.06256403175624456 "" 12.768823878630503 0.31093093685639617 0
478 05:40:58.90 -07:48:01.54 403.1816841047998 "" 0.6328874151222408 0.052355181102976184 "" 3.1453993591454057 0.260201023364378 0
479 05:40:38.48 -07:47:46.96 402.9276229796569 "" 17.072848975658417 0.06470596274438029 "" 84.74377907448557 0.3211782532270767 1
480 05:40:06.27 -07:47:44.46 402.5586640392683 "" 2.532890299335122 0.0654789095594534 "" 12.549386120696115 0.3244199399553231 0
481 05:41:06.99 -07:47:16.00 403.2023537297606 "" 0.288529961835593 0.06399437485667255 "" 1.434117649284187 0.31807948766567545 0
483 05:41:05.49 -07:47:07.60 403.1722763042059 "" 9.197233244776726 0.06057108877628175 "" 45.70737358209118 0.3010193728145175 0
484 05:38:36.61 -07:46:34.36 401.4313171670598 "" 0.428595143603161 0.06090409333692887 "" 2.111628386262975 0.3000659579310273 0
485 05:40:49.32 -07:46:32.72 402.9348391091724 "" 1.685967785306275 0.07051255504202161 "" 8.368866810165862 0.35001272665715155 0
486 05:41:07.08 -07:46:22.54 403.12022576179504 "" 3.246824024245143 0.062355607149473594 "" 16.131534186232905 0.3098078617515782 0
487 05:41:04.60 -07:45:40.28 403.02632545104746 "" 3.165429225191474 0.05866751149789283 "" 15.71980601637853 0.29134813467666354 0
488 05:40:44.17 -07:45:09.72 402.7472873404458 "" 6.788803264498711 0.0681811667588952 "" 33.66713931424599 0.338125108424255 0
490 05:40:41.17 -07:44:57.18 402.6937080220433 < 0.24117717404129188 0.06029429351032297 < 1.1957314023315075 0.2989328505828769 0
491 05:40:44.25 -07:44:43.50 402.7073288204844 "" 9.62215568870306 0.07009027512423353 "" 47.7088766958959 0.3475238191593006 0
492 05:38:24.96 -07:44:37.22 401.115909801634 "" 0.2624801127240062 0.06474473054437785 "" 1.2911714813482262 0.31848717519554165 0
